,prefix,subject,fwh,mask,stat,mean,std
1142,rr,sub-1,14,union,sig,9.239871586085945,0.9677696563268628
1141,rr,sub-CTS201,10,union,mean,391.1663513183594,46.999732971191406
1140,rr.rs,sub-1,5,union,std,4.5404767990112305,3.1771063804626465
1139,rr,sub-CTS201,20,union,std,0.40686070919036865,0.24231253564357758
1138,rr,sub-1,8,union,std,1.269272804260254,1.5145256519317627
1137,rr.rs,sub-36,14,union,sig,9.308976003373317,0.9174445148010913
1136,rr,sub-36,3,union,std,1.172507405281067,1.7002109289169312
1135,rs,sub-CTS201,13,union,mean,388.75775146484375,43.535255432128906
1134,rs,sub-adult16,16,union,mean,5496.7890625,794.2175903320312
1133,rr,sub-36,5,union,mean,408.9778137207031,54.78286361694336
1132,rr.rs,sub-adult16,14,union,std,6.698555946350098,6.431821823120117
1131,rr.rs,sub-adult15,9,union,mean,3842.769287109375,772.556396484375
1130,rs,sub-adult15,8,union,std,10.772046089172363,8.325847625732422
1129,rs,sub-adult15,16,union,std,8.086323738098145,4.520723819732666
1128,rs,sub-1,15,union,sig,7.034119523116022,0.31583524733049173
1127,rr.rs,sub-xp201,11,union,sig,5.816551396406832,1.4198156688794088
1126,rr.rs,sub-CTS210,11,union,std,0.5024334192276001,0.5058618783950806
1125,rr,sub-xp207,14,union,sig,8.737528893301528,1.0612034246147015
1124,rr.rs,sub-adult15,6,union,mean,3867.54296875,909.8619995117188
1123,rr.rs,sub-xp207,11,union,std,1.067586064338684,1.6166009902954102
1122,rr.rs,sub-xp201,8,union,std,5.021366596221924,5.076158046722412
1121,rs,sub-36,2,union,std,1.5219680070877075,2.1783416271209717
1120,rs,sub-adult16,3,union,std,15.16209888458252,19.22889518737793
1119,rr,sub-xp201,14,union,std,0.5249791741371155,0.49565279483795166
1118,rr,sub-CTS201,19,union,sig,9.45672704777532,0.776575642721145
1117,rs,sub-adult16,7,union,std,9.073582649230957,9.922398567199707
1116,rr,sub-xp201,10,union,std,0.6870134472846985,0.7374735474586487
1115,rs,sub-36,6,union,std,0.7457752227783203,0.8618797659873962
1114,rr.rs,sub-xp207,15,union,std,0.8388931155204773,0.9307226538658142
1113,rs,sub-adult15,12,union,std,8.896267890930176,5.527871608734131
1112,rr.rs,sub-adult15,12,union,mean,3824.94775390625,674.6526489257812
1111,rr.rs,sub-adult16,10,union,std,7.9914069175720215,8.211321830749512
1110,rr,sub-xp207,10,union,sig,8.481057808082845,1.2071687931233144
1109,rr.rs,sub-xp201,15,union,sig,5.921956944122665,1.432225461435182
1108,rr.rs,sub-CTS210,15,union,std,0.38695573806762695,0.3628610074520111
1107,rs,sub-1,11,union,sig,7.014342795198821,0.3725522755764637
1106,rr.rs,sub-36,16,union,mean,395.4582824707031,37.640621185302734
1105,rr.rs,sub-xp201,4,union,std,7.181392192840576,7.650875091552734
1104,rr,sub-xp201,18,union,std,0.44569557905197144,0.3690500557422638
1103,rr,sub-CTS201,19,union,mean,382.0065612792969,42.3840217590332
1102,rr,sub-CTS201,11,union,sig,9.301549864341423,0.9936536647554789
1101,rs,sub-CTS210,3,union,std,1.9646104574203491,2.0812509059906006
1100,rs,sub-1,19,union,sig,7.051194709894162,0.3005218684763723
1099,rr.rs,sub-36,19,union,mean,392.74871826171875,36.18244171142578
1098,rs,sub-CTS201,15,union,mean,386.8022766113281,42.47967529296875
1097,rr,sub-xp207,18,union,sig,8.875580832760871,0.9439453348720603
1096,rs,sub-adult16,10,union,mean,5548.5947265625,978.8477783203125
1095,rr,sub-CTS201,16,union,mean,385.7197265625,42.33323669433594
1094,rs,sub-adult15,4,union,std,17.01381492614746,18.876401901245117
1093,rr.rs,sub-adult16,18,union,std,6.014380931854248,5.446324825286865
1092,rs,sub-CTS210,7,union,std,0.8529654741287231,0.9144716858863831
1091,rr,sub-adult16,20,union,mean,5456.4287109375,715.8731689453125
1090,rr,sub-xp207,15,union,mean,454.68658447265625,41.24822235107422
1089,rr.rs,sub-CTS210,19,union,std,0.337694376707077,0.2942720353603363
1088,rr,sub-adult15,17,union,mean,3801.244384765625,559.0111694335938
1087,rr.rs,sub-xp201,19,union,sig,5.989798911097538,1.439595011323693
1086,rs,sub-CTS201,3,union,mean,396.8597106933594,67.9120101928711
1085,rs,sub-adult15,0,union,std,42.13523483276367,59.357330322265625
1084,rs,sub-CTS210,13,union,mean,113.89250946044922,7.097016334533691
1083,rr.rs,sub-CTS201,1,union,mean,398.9032897949219,81.8819808959961
1082,rr,sub-adult15,18,union,mean,3795.6337890625,540.9334716796875
1081,rr.rs,sub-xp207,19,union,std,0.7244443893432617,0.6248400807380676
1080,rr.rs,sub-xp201,0,union,std,14.157816886901855,15.426251411437988
1079,rr,sub-CTS201,15,union,sig,9.403558580846347,0.8656241478817639
1078,rr,sub-CTS210,10,union,mean,114.30167388916016,7.916562080383301
1077,rr,sub-CTS201,5,union,mean,394.7640686035156,59.73296356201172
1076,rr.rs,sub-adult16,4,union,std,14.827458381652832,18.851093292236328
1075,rs,sub-CTS201,0,union,sig,7.070553890327826,1.689998995481464
1074,rs,sub-xp207,13,union,mean,455.3091125488281,44.129302978515625
1073,rs,sub-CTS210,16,union,std,0.3839733302593231,0.3634105920791626
1072,rr.rs,sub-xp207,11,union,mean,456.30889892578125,47.714744567871094
1071,rr.rs,sub-xp207,6,union,std,1.9816417694091797,4.27016019821167
1070,rr,sub-36,19,union,sig,9.582509639242888,0.6763124886209017
1069,rs,sub-CTS210,12,union,std,0.4832318425178528,0.4885717034339905
1068,rr.rs,sub-xp207,2,union,std,5.070876598358154,11.045903205871582
1067,rs,sub-CTS201,4,union,sig,8.313057067920012,1.1916058892937336
1066,rs,sub-CTS201,20,union,std,0.4928847551345825,0.32126063108444214
1065,rr.rs,sub-adult16,0,union,std,37.0965576171875,62.113670349121094
1064,rr.rs,sub-adult15,3,union,std,23.029321670532227,27.851703643798828
1063,rs,sub-xp201,1,union,mean,647.446044921875,129.5138702392578
1062,rr.rs,sub-xp201,5,union,mean,639.1531372070312,93.59329986572266
1061,rr,sub-36,11,union,sig,9.335888598959185,0.9639733666508564
1060,rs,sub-36,4,union,mean,410.8887023925781,59.053165435791016
1059,rr,sub-adult16,13,union,sig,9.235136029283117,0.9647861300854637
1058,rr.rs,sub-adult16,8,union,std,9.173598289489746,9.945320129394531
1057,rr,sub-adult16,17,union,sig,9.342093738634183,0.864387834525551
1056,rr.rs,sub-1,15,union,mean,669.8958740234375,69.10063934326172
1055,rr.rs,sub-adult16,0,union,mean,5673.568359375,1703.361328125
1054,rs,sub-CTS201,8,union,sig,8.59584931802461,0.9549584825320162
1053,rr.rs,sub-1,4,union,mean,682.6925048828125,117.08148193359375
1052,rs,sub-1,5,union,mean,682.1126708984375,109.51380920410156
1051,rr,sub-xp201,0,union,mean,648.0787963867188,135.7360382080078
1050,rr.rs,sub-adult15,7,union,std,12.435698509216309,10.982756614685059
1049,rr,sub-36,15,union,sig,9.48418121939476,0.784975114630588
1048,rr,sub-adult15,9,union,std,10.180408477783203,8.82384204864502
1047,rr.rs,sub-CTS210,1,union,std,4.352741241455078,3.670717716217041
1046,rs,sub-adult16,17,union,std,6.366161823272705,6.167768478393555
1045,rr,sub-xp207,2,union,std,5.174993515014648,10.199275016784668
1044,rr.rs,sub-adult15,15,union,std,8.086616516113281,5.001471042633057
1043,rr,sub-xp207,3,union,mean,463.323974609375,84.44420623779297
1042,rr,sub-adult16,2,union,std,20.81070327758789,29.608131408691406
1041,rr,sub-CTS210,4,union,sig,6.578829160479522,1.7109615888823893
1040,rr.rs,sub-adult15,11,union,std,9.35274887084961,6.504934787750244
1039,rs,sub-xp201,8,union,std,0.8363514542579651,0.9043693542480469
1038,rs,sub-adult16,13,union,std,6.884657859802246,6.994424819946289
1037,rr,sub-xp207,6,union,std,1.9475876092910767,3.6738836765289307
1036,rs,sub-CTS210,4,union,mean,116.03590393066406,12.510758399963379
1035,rs,sub-CTS201,18,union,sig,8.754826009350484,0.7100191549154456
1034,rr,sub-CTS210,0,union,sig,4.047005330004775,1.4126680335921202
1033,rr.rs,sub-xp207,6,union,mean,459.87188720703125,64.35199737548828
1032,rr.rs,sub-CTS210,9,union,mean,114.7008285522461,8.597695350646973
1031,rs,sub-xp207,2,union,mean,464.1978454589844,92.80551147460938
1030,rr,sub-adult16,6,union,std,10.6719331741333,11.513572692871094
1029,rr.rs,sub-36,9,union,sig,9.109729681474947,1.1277052335297817
1028,rr.rs,sub-CTS210,5,union,std,1.163636326789856,1.2643276453018188
1027,rr.rs,sub-CTS210,6,union,mean,115.45551300048828,10.590763092041016
1026,rr.rs,sub-xp207,9,union,mean,457.5252990722656,52.686981201171875
1025,rs,sub-xp207,13,union,std,0.9781408905982971,1.316529393196106
1024,rr,sub-adult16,1,union,mean,5670.39306640625,1667.7333984375
1023,rr.rs,sub-1,16,union,std,3.43943190574646,0.4930856227874756
1022,rs,sub-36,18,union,mean,393.7711181640625,36.59239959716797
1021,rr,sub-CTS210,8,union,sig,7.516050704543233,1.5307357422963275
1020,rr.rs,sub-36,5,union,mean,409.00604248046875,54.80249786376953
1019,rr.rs,sub-xp201,17,union,mean,619.5192260742188,64.31455993652344
1018,rs,sub-CTS201,10,union,sig,8.657281184063972,0.8856288204006296
1017,rs,sub-xp201,0,union,std,5.924630165100098,8.97628116607666
1016,rs,sub-36,12,union,std,0.47915294766426086,0.38559815287590027
1015,rr.rs,sub-adult15,19,union,std,7.4063639640808105,4.214947700500488
1014,rs,sub-adult16,2,union,mean,5659.36376953125,1538.6534423828125
1013,rr,sub-1,5,union,mean,683.2632446289062,110.08707427978516
1012,rs,sub-xp201,13,union,sig,9.690168245428435,1.0058857008148159
1011,rs,sub-xp201,15,union,mean,622.2591552734375,66.02108764648438
1010,rr.rs,sub-36,1,union,sig,7.4461800953114095,1.6387492173547942
1009,rs,sub-36,17,union,mean,394.6733703613281,37.077667236328125
1008,rr,sub-adult15,5,union,std,16.019386291503906,17.606515884399414
1007,rr.rs,sub-xp201,18,union,mean,618.2131958007812,63.41328430175781
1006,rr.rs,sub-36,5,union,sig,8.743658003366262,1.357147567964157
1005,rs,sub-xp201,17,union,sig,9.855993402700415,0.9221961849034691
1004,rr.rs,sub-CTS210,9,union,std,0.6158952116966248,0.6406806111335754
1003,rs,sub-1,14,union,mean,672.2390747070312,71.0793228149414
1002,rr,sub-adult15,1,union,std,44.18498611450195,61.55768966674805
1001,rr.rs,sub-1,12,union,std,3.5495080947875977,0.7171033024787903
1000,rs,sub-xp207,17,union,std,0.8089281916618347,0.8399345874786377
999,rs,sub-xp201,4,union,std,1.691633701324463,2.486957311630249
998,rs,sub-36,16,union,std,0.41588887572288513,0.26801395416259766
997,rs,sub-CTS201,14,union,sig,8.72297833116921,0.7860194434367088
996,rr.rs,sub-1,0,union,std,9.75656795501709,12.615790367126465
995,rr.rs,sub-36,11,union,sig,9.208638264630123,1.0320937456649175
994,rr,sub-36,6,union,std,0.7051570415496826,0.9143899083137512
993,rs,sub-1,1,union,std,6.530477046966553,8.55217170715332
992,rs,sub-xp207,2,union,std,5.481725215911865,11.696955680847168
991,rr,sub-CTS210,17,union,std,0.28139927983283997,0.2616114616394043
990,rr.rs,sub-adult16,15,union,mean,5502.7978515625,818.0361938476562
989,rr,sub-1,11,union,sig,9.060101661015294,1.1074798211925414
988,rr,sub-xp201,8,union,std,0.850761890411377,0.9840539693832397
987,rr,sub-CTS210,13,union,std,0.34161484241485596,0.33916324377059937
986,rs,sub-xp207,6,union,std,2.1221299171447754,4.507869243621826
985,rr,sub-36,11,union,mean,400.3863525390625,41.725460052490234
984,rs,sub-1,5,union,std,3.3094289302825928,2.5051207542419434
983,rr,sub-1,15,union,mean,672.5592041015625,69.3804931640625
982,rr,sub-1,15,union,sig,9.282984625576196,0.9329203163759043
981,rr,sub-adult15,8,union,mean,3851.681640625,813.3497924804688
980,rr,sub-1,9,union,std,1.1282724142074585,1.2620718479156494
979,rs,sub-adult15,4,union,mean,3891.206787109375,1034.9285888671875
978,rr.rs,sub-1,4,union,std,5.002000331878662,4.2016682624816895
977,rr,sub-xp201,13,union,mean,625.0844116210938,68.68817901611328
976,rr,sub-36,2,union,std,1.519426941871643,2.295198440551758
975,rr,sub-adult15,7,union,mean,3859.933837890625,858.761474609375
974,rr.rs,sub-36,15,union,sig,9.333860188045074,0.8856648418270551
973,rr,sub-xp207,20,union,std,0.6424806714057922,0.5711173415184021
972,rr,sub-adult15,12,union,sig,8.404645300665049,0.8762962522663827
971,rr,sub-CTS201,7,union,std,0.6618374586105347,0.8898859620094299
970,rr.rs,sub-adult16,20,union,sig,9.349413169995403,0.9375906905432403
969,rr,sub-adult16,10,union,mean,5546.19921875,979.010498046875
968,rr,sub-CTS210,2,union,mean,116.44051361083984,15.328141212463379
967,rr,sub-xp201,0,union,std,6.099532604217529,8.910622596740723
966,rr,sub-xp201,20,union,sig,10.067446024515428,1.0516356583062612
965,rr.rs,sub-CTS201,17,union,sig,9.227853481566688,0.9780054471538959
964,rr,sub-CTS210,20,union,mean,112.13651275634766,6.891357421875
963,rr.rs,sub-CTS210,11,union,mean,114.27596282958984,7.7934160232543945
962,rr,sub-1,1,union,std,6.5229973793029785,10.295896530151367
961,rr.rs,sub-CTS201,2,union,sig,8.091801553542874,1.6197523918665002
960,rr.rs,sub-CTS201,18,union,mean,383.3206787109375,42.22197341918945
959,rr.rs,sub-CTS201,13,union,sig,9.168108233945775,1.0632854259969375
958,rr.rs,sub-36,19,union,sig,9.40697532122083,0.7885878644561355
957,rr.rs,sub-CTS201,6,union,sig,8.803178400402818,1.3237408478436716
956,rs,sub-adult15,18,union,mean,3793.993408203125,540.0047607421875
955,rr,sub-1,5,union,std,2.06725811958313,2.9979729652404785
954,rr.rs,sub-1,8,union,std,3.844801425933838,1.4789799451828003
953,rr,sub-adult15,16,union,sig,8.576210668329423,0.7462856498568565
952,rr,sub-1,19,union,sig,9.391573792350794,0.8385598353103363
951,rr.rs,sub-CTS201,17,union,mean,384.5603332519531,42.199649810791016
950,rs,sub-adult16,20,union,mean,5457.6826171875,716.2439575195312
949,rs,sub-adult15,17,union,mean,3799.653564453125,558.0553588867188
948,rr,sub-xp201,4,union,std,1.7406474351882935,2.4850893020629883
947,rs,sub-1,9,union,std,2.743168830871582,1.0296660661697388
946,rr,sub-CTS201,3,union,std,1.1144073009490967,1.7872943878173828
945,rr.rs,sub-xp207,16,union,mean,453.8613586425781,40.057979583740234
944,rs,sub-adult15,10,union,sig,8.114131425422304,0.8666339696635793
943,rr.rs,sub-adult16,12,union,sig,9.157886616713084,1.1195729026190615
942,rr.rs,sub-CTS210,17,union,sig,7.963088332238301,1.2618056751840836
941,rr,sub-adult15,20,union,sig,8.683820492416329,0.6635025961611065
940,rr.rs,sub-xp201,17,union,std,3.830995559692383,3.39660382270813
939,rs,sub-1,13,union,std,2.5986168384552,0.5898887515068054
938,rs,sub-CTS210,9,union,sig,7.271538731371837,1.5308952320930125
937,rr,sub-xp207,12,union,std,0.932365357875824,1.2408137321472168
936,rr.rs,sub-xp207,19,union,mean,452.2475280761719,37.41310501098633
935,rr,sub-CTS201,2,union,mean,397.8497314453125,73.36170959472656
934,rs,sub-36,4,union,sig,8.515894672335522,1.3490498849308112
933,rr.rs,sub-xp207,17,union,sig,8.643369175151806,0.7448629005354667
932,rs,sub-xp207,14,union,mean,454.8337707519531,42.62622833251953
931,rr,sub-xp201,12,union,sig,9.777466122701307,1.254611133655347
930,rs,sub-adult16,5,union,sig,8.746973837099643,1.323206469305802
929,rr,sub-xp201,16,union,sig,9.96588909209434,1.1385183696722556
928,rs,sub-adult16,1,union,sig,7.73550993561152,1.7855743620276425
927,rr.rs,sub-xp207,13,union,sig,8.512294156707387,0.8769020271536266
926,rs,sub-36,0,union,sig,6.803552953933075,1.5920472301209843
925,rr.rs,sub-adult16,16,union,sig,9.27668728537641,1.0127713671010807
924,rs,sub-adult15,14,union,sig,8.265653764034584,0.7842285986076154
923,rr,sub-xp207,16,union,std,0.7426996827125549,0.790739119052887
922,rs,sub-1,17,union,std,2.5387651920318604,0.4489917457103729
921,rr.rs,sub-CTS210,13,union,sig,7.744690744170741,1.338545747039568
920,rr.rs,sub-xp201,13,union,std,4.146283149719238,3.886221170425415
919,rs,sub-xp201,9,union,mean,631.3283081054688,76.59241485595703
918,rr.rs,sub-xp201,2,union,sig,4.973256597653699,1.5126274905488772
917,rs,sub-36,8,union,sig,9.00052748076978,1.0966942232454218
916,rs,sub-adult16,9,union,sig,9.114055645375096,1.1033755808601957
915,rr,sub-CTS201,17,union,std,0.43078529834747314,0.3046208918094635
914,rs,sub-CTS210,5,union,sig,6.451008625758041,1.7033690499929144
913,rs,sub-xp201,6,union,mean,637.3092041015625,87.63866424560547
912,rr.rs,sub-xp201,2,union,mean,645.3651733398438,117.8213119506836
911,rs,sub-36,3,union,mean,412.5169982910156,64.29137420654297
910,rs,sub-adult15,2,union,sig,7.050181798025645,1.48490203958505
909,rr,sub-xp201,7,union,mean,635.2962646484375,83.2069320678711
908,rr.rs,sub-1,3,union,mean,684.9512329101562,125.59436798095703
907,rs,sub-1,2,union,mean,688.6829223632812,135.39085388183594
906,rs,sub-CTS210,1,union,sig,4.3842897898977675,1.477232215652145
905,rs,sub-adult15,6,union,sig,7.801229894822567,1.0569486948358378
904,rs,sub-adult15,18,union,sig,8.35946548928772,0.7352287533766521
903,rr.rs,sub-adult16,8,union,mean,5567.17724609375,1067.7738037109375
902,rs,sub-36,20,union,mean,391.9247741699219,35.824302673339844
901,rr.rs,sub-xp201,20,union,mean,615.5092163085938,61.94443893432617
900,rr.rs,sub-xp201,6,union,sig,5.508908938688683,1.4083841887390434
899,rr.rs,sub-1,12,union,mean,672.65087890625,76.13079833984375
898,rr,sub-xp201,8,union,mean,633.30224609375,79.58816528320312
897,rr,sub-CTS201,13,union,std,0.47939351201057434,0.4400034248828888
896,rr.rs,sub-adult16,7,union,mean,5579.6025390625,1121.6142578125
895,rs,sub-36,20,union,std,0.37991660833358765,0.2018745243549347
894,rr.rs,sub-adult15,1,union,mean,3921.950927734375,1299.9742431640625
893,rs,sub-CTS201,6,union,std,0.7846069931983948,0.948219895362854
892,rr.rs,sub-adult16,2,union,sig,8.06560185266185,1.7513286298346178
891,rr,sub-adult16,19,union,std,5.897674083709717,3.5846328735351562
890,rs,sub-CTS210,10,union,sig,7.409511060655882,1.4975450662888292
889,rr,sub-36,2,union,mean,413.7494812011719,70.5134506225586
888,rr.rs,sub-xp207,0,union,sig,5.805471937026073,1.731172693337442
887,rr.rs,sub-adult15,9,union,sig,7.986616539594929,0.9541892661891593
886,rr.rs,sub-adult15,15,union,mean,3810.107177734375,599.4274291992188
885,rs,sub-CTS210,14,union,sig,7.785425965765957,1.385992824993943
884,rr.rs,sub-xp207,4,union,sig,7.507128260404151,1.5379686962696326
883,rr.rs,sub-adult16,6,union,sig,8.766231865847432,1.4032897899087828
882,rs,sub-CTS201,2,union,std,1.4508739709854126,2.239783763885498
881,rr.rs,sub-1,20,union,std,3.3710875511169434,0.41576164960861206
880,rs,sub-adult16,17,union,mean,5487.93359375,771.7399291992188
879,rs,sub-adult15,20,union,mean,3781.416748046875,508.3178405761719
878,rs,sub-CTS201,12,union,mean,389.62725830078125,44.385406494140625
877,rr.rs,sub-adult15,5,union,sig,7.567405780523793,1.2425323037809282
876,rr.rs,sub-CTS201,20,union,mean,380.6378479003906,42.58216857910156
875,rr,sub-36,17,union,std,0.32905471324920654,0.2521807849407196
874,rr,sub-CTS201,11,union,mean,390.4261474609375,45.60454559326172
873,rs,sub-adult16,18,union,mean,5478.53271484375,751.3011474609375
872,rr,sub-adult16,15,union,std,6.427123546600342,4.438521385192871
871,rr.rs,sub-36,11,union,mean,400.421630859375,41.721923828125
870,rr,sub-adult16,11,union,std,7.385316371917725,5.979602813720703
869,rr.rs,sub-CTS201,6,union,mean,393.938232421875,56.3291130065918
868,rs,sub-CTS210,14,union,mean,113.69336700439453,6.936291694641113
867,rr,sub-CTS210,17,union,mean,112.86046600341797,6.7267680168151855
866,rr,sub-xp207,12,union,mean,456.1239013671875,45.7904167175293
865,rr,sub-adult15,10,union,mean,3837.76953125,737.3162841796875
864,rr.rs,sub-adult15,1,union,sig,6.418776496902228,1.7409865566876195
863,rr.rs,sub-CTS201,9,union,mean,391.8608093261719,48.73393249511719
862,rr.rs,sub-xp207,8,union,sig,8.1651965958806,1.144572220203171
861,rr,sub-CTS210,18,union,mean,112.63043212890625,6.751902103424072
860,rr,sub-36,13,union,std,0.38957786560058594,0.35681530833244324
859,rs,sub-CTS201,4,union,mean,395.78546142578125,63.458152770996094
858,rs,sub-CTS210,18,union,sig,7.967186931315076,1.3030656066275415
857,rr.rs,sub-adult16,12,union,mean,5527.3369140625,905.8522338867188
856,rr.rs,sub-CTS210,7,union,sig,6.974993094143063,1.5537260007434321
855,rs,sub-xp201,19,union,std,0.45734071731567383,0.30379143357276917
854,rr.rs,sub-adult15,13,union,sig,8.19871666758799,0.7975596330910275
853,rs,sub-36,18,union,sig,9.42492747479112,0.761088678779164
852,rr,sub-xp207,4,union,sig,7.551676862274633,1.6706105199972474
851,rs,sub-adult16,11,union,sig,9.212951121817435,1.0376655444925258
850,rs,sub-xp207,19,union,sig,8.497086373505516,0.703989693412661
849,rr,sub-adult16,4,union,sig,8.524125488166826,1.4648284790390336
848,rr,sub-CTS210,2,union,std,2.152858257293701,2.2973549365997314
847,rr,sub-xp207,0,union,sig,5.766266996712929,1.7551315363156255
846,rs,sub-adult16,15,union,sig,9.327246384357622,0.9574586185899153
845,rr,sub-36,19,union,mean,392.7073669433594,36.190364837646484
844,rr.rs,sub-adult15,17,union,sig,8.321730330103032,0.7155953347570598
843,rs,sub-adult15,3,union,mean,3902.93115234375,1111.8204345703125
842,rr,sub-CTS210,6,union,std,0.7839841246604919,0.873045027256012
841,rr,sub-adult15,0,union,mean,3925.819580078125,1329.7252197265625
840,rr.rs,sub-1,18,union,sig,7.337430365055079,0.5270386596048705
839,rr,sub-adult16,0,union,sig,7.524212968510257,1.8866873985022379
838,rr,sub-xp201,14,union,mean,623.7116088867188,67.28165435791016
837,rr,sub-36,16,union,mean,395.41943359375,37.64799118041992
836,rr,sub-1,12,union,mean,675.3223266601562,76.43887329101562
835,rr.rs,sub-CTS210,3,union,sig,5.866154862878846,1.702488665937583
834,rr.rs,sub-CTS210,16,union,mean,113.24676513671875,6.994561195373535
833,rr,sub-adult16,8,union,sig,8.981186424323141,1.1730527523525243
832,rs,sub-xp207,15,union,sig,8.383171224745405,0.7968859224104299
831,rr.rs,sub-1,10,union,sig,7.198900276018938,0.5933086385039356
830,rs,sub-CTS201,16,union,std,0.5277547240257263,0.4036955237388611
829,rr,sub-xp207,8,union,sig,8.271538760480844,1.3165581686827936
828,rs,sub-36,14,union,sig,9.317971712790662,0.8604387847744894
827,rr,sub-adult16,18,union,mean,5477.18310546875,750.8775024414062
826,rs,sub-xp201,6,union,sig,9.014030904532852,1.356408549747439
825,rs,sub-xp201,15,union,std,0.5159913301467896,0.39182326197624207
824,rr.rs,sub-CTS210,19,union,mean,112.54399108886719,7.0635762214660645
823,rr.rs,sub-36,7,union,std,0.7058931589126587,0.784356951713562
822,rr,sub-adult15,3,union,sig,7.299152727522083,1.5719699640974933
821,rr,sub-CTS210,5,union,mean,115.56853485107422,11.331085205078125
820,rr,sub-adult16,17,union,mean,5486.5146484375,771.3079833984375
819,rr,sub-adult15,20,union,mean,3783.123779296875,509.2207336425781
818,rr.rs,sub-36,3,union,std,1.243572473526001,1.7322051525115967
817,rr.rs,sub-CTS201,10,union,mean,391.1663513183594,47.002235412597656
816,rs,sub-xp201,11,union,std,0.6339920163154602,0.5722247362136841
815,rs,sub-CTS210,20,union,std,0.3402186334133148,0.2991923391819
814,rs,sub-adult15,10,union,mean,3837.032958984375,735.6146240234375
813,rr,sub-adult15,7,union,sig,8.00819843367019,1.1693728678056912
812,rr.rs,sub-1,14,union,sig,7.293044439526591,0.547583076322794
811,rs,sub-xp207,11,union,sig,8.205368050796356,0.9284437469012278
810,rs,sub-36,10,union,sig,9.13985577844177,1.003144358762102
809,rs,sub-xp201,2,union,sig,7.988761939942664,1.7491111018117769
808,rs,sub-adult16,19,union,sig,9.383601047514862,0.9034657941002857
807,rs,sub-CTS201,12,union,std,0.5803772807121277,0.5283346772193909
806,rr.rs,sub-1,6,union,sig,6.981765024616686,0.7526593319723207
805,rr.rs,sub-CTS201,8,union,std,0.6895876526832581,0.8957521319389343
804,rr.rs,sub-36,17,union,std,0.42185086011886597,0.262934148311615
803,rr,sub-36,0,union,sig,6.910097877059552,1.6516720526375823
802,rr,sub-xp207,4,union,mean,462.18939208984375,76.7497329711914
801,rs,sub-1,7,union,sig,6.944247935414071,0.5042640671319644
800,rr,sub-CTS210,11,union,sig,7.923151872795507,1.414647760768701
799,rs,sub-xp207,4,union,sig,7.3493365943575,1.4532175397538132
798,rr,sub-1,17,union,std,0.6896697878837585,0.5494204163551331
797,rr,sub-adult15,18,union,std,7.025900840759277,5.178891658782959
796,rs,sub-xp207,0,union,sig,5.764303203024245,1.719255493182769
795,rr,sub-CTS210,15,union,sig,8.230476672799911,1.3230745708926392
794,rr,sub-CTS201,9,union,sig,9.209295181367272,1.0837190444449298
793,rs,sub-1,3,union,sig,6.662009491297517,0.8413727070880457
792,rr.rs,sub-CTS210,1,union,mean,116.82723999023438,17.452404022216797
791,rr,sub-1,13,union,std,0.8171560764312744,0.7472571730613708
790,rs,sub-CTS210,3,union,mean,116.32891845703125,13.806112289428711
789,rr.rs,sub-1,2,union,sig,6.469950235924282,1.1272176789812742
788,rr,sub-36,4,union,sig,8.68876007011148,1.428450489288583
787,rr.rs,sub-xp207,1,union,mean,465.241943359375,102.23773193359375
786,rs,sub-xp207,5,union,mean,460.8488464355469,70.06173706054688
785,rr.rs,sub-CTS201,19,union,std,0.4752785563468933,0.330228328704834
784,rr.rs,sub-36,13,union,std,0.47963961958885193,0.3689393699169159
783,rs,sub-36,10,union,mean,401.77325439453125,42.8975944519043
782,rs,sub-xp201,12,union,mean,626.4063720703125,70.25446319580078
781,rr,sub-adult15,14,union,std,7.848869800567627,6.04656982421875
780,rr,sub-adult16,9,union,mean,5556.4755859375,1021.1680908203125
779,rr,sub-1,2,union,mean,689.79541015625,136.01406860351562
778,rr,sub-CTS201,1,union,sig,7.500095111179964,1.7348877678893726
777,rs,sub-xp207,8,union,sig,7.975708936864876,1.0824430040566706
776,rr,sub-xp201,6,union,sig,9.0940062758121,1.5770930973801933
775,rr.rs,sub-36,2,union,mean,413.7633361816406,70.57563018798828
774,rr.rs,sub-CTS201,11,union,std,0.5899615287780762,0.6449706554412842
773,rr,sub-adult16,6,union,mean,5593.5634765625,1184.58056640625
772,rs,sub-adult16,5,union,mean,5611.642578125,1255.6632080078125
771,rr.rs,sub-xp201,10,union,mean,629.3841552734375,74.64124298095703
770,rr.rs,sub-CTS201,4,union,std,1.0386815071105957,1.6053564548492432
769,rr,sub-1,7,union,sig,8.645336184144874,1.4048682284803073
768,rr,sub-36,8,union,sig,9.16562073032973,1.1451402577927878
767,rr.rs,sub-CTS201,15,union,std,0.5184986591339111,0.44687825441360474
766,rr,sub-1,3,union,sig,7.830641411364037,1.8229803509028126
765,rr.rs,sub-CTS201,0,union,std,3.4201927185058594,6.064175605773926
764,rr,sub-adult15,10,union,std,9.489148139953613,7.929773330688477
763,rr,sub-xp201,2,union,sig,7.9874057092585735,1.898282581168782
762,rr,sub-CTS210,19,union,sig,8.369436626890032,1.2747262289619374
761,rr,sub-CTS201,5,union,sig,8.867145226077431,1.3367724875085116
760,rs,sub-1,13,union,mean,673.1607666015625,73.41071319580078
759,rs,sub-adult15,20,union,std,7.626955509185791,3.934471607208252
