,prefix,dataset,subject,fwh,mask,stat,mean,std
1511,rr.rs,ds001748,sub-adult16,1,union,std,0.007223784923553467,0.004345468245446682
1510,rr.rs,ds000256,sub-CTS201,10,union,mean,0.6968778371810913,0.15310075879096985
1509,rs,ds001748,sub-adult15,12,union,sig,7.555162059324819,1.5777642149899869
1508,rr,ds001748,sub-adult16,0,union,std,0.008338060230016708,0.004696000833064318
1507,rr.rs,ds001771,sub-36,12,union,mean,0.7485854029655457,0.1522694230079651
1506,rs,ds000256,sub-CTS210,7,union,std,0.0143961226567626,0.009619263932108879
1505,rr,ds001771,sub-36,18,union,sig,7.175595868858443,1.299604165002347
1504,rs,ds001600,sub-1,7,union,std,0.0037680550012737513,0.003022807417437434
1503,rr.rs,ds002338,sub-xp201,11,union,mean,0.6020346879959106,0.10806646943092346
1502,rr.rs,ds000256,sub-CTS210,6,union,std,0.008258911781013012,0.007096712477505207
1501,rs,ds000256,sub-CTS210,20,union,mean,0.7564083933830261,0.13392944633960724
1500,rr.rs,ds002338,sub-xp201,8,union,sig,3.6378545811693006,0.7413826338578838
1499,rr.rs,ds001748,sub-adult16,18,union,mean,0.6308443546295166,0.15994910895824432
1498,rr,ds002338,sub-xp207,18,union,sig,5.99061750932777,0.42778311609530273
1497,rs,ds000256,sub-CTS210,3,union,std,0.022088022902607918,0.013186510652303696
1496,rs,ds001600,sub-1,3,union,std,0.0038164553698152304,0.005214977543801069
1495,rs,ds000256,sub-CTS201,7,union,mean,0.6950871348381042,0.15829910337924957
1494,rr,ds002338,sub-xp207,11,union,mean,0.5209997296333313,0.08707645535469055
1493,rr.rs,ds000256,sub-CTS210,16,union,mean,0.8784381151199341,0.06808170676231384
1492,rr.rs,ds000256,sub-CTS210,2,union,std,0.024968238547444344,0.01030648872256279
1491,rr.rs,ds001748,sub-adult15,20,union,mean,0.6141547560691833,0.15826140344142914
1490,rr,ds002338,sub-xp201,18,union,std,0.0028958353213965893,0.0004397228767629713
1489,rr.rs,ds001748,sub-adult16,17,union,mean,0.628857433795929,0.16157902777194977
1488,rr.rs,ds001748,sub-adult16,5,union,std,0.0019858141895383596,0.0021099692676216364
1487,rs,ds001600,sub-1,12,union,mean,0.6803507804870605,0.15300436317920685
1486,rs,ds000256,sub-CTS201,8,union,mean,0.6951518654823303,0.1573561728000641
1485,rr,ds001748,sub-adult16,4,union,std,0.001788513152860105,0.0023054752964526415
1484,rs,ds001748,sub-adult15,16,union,sig,7.332376174883167,1.4383322722145566
1483,rr.rs,ds000256,sub-CTS210,19,union,mean,0.8784295320510864,0.0718894675374031
1482,rr.rs,ds001748,sub-adult15,6,union,std,0.002545430324971676,0.002898141974583268
1481,rr,ds001771,sub-36,14,union,sig,6.5388361786139875,1.297757538022392
1480,rs,ds000256,sub-CTS210,20,union,sig,4.356414026993973,0.44159997789507127
1479,rr.rs,ds001748,sub-adult15,17,union,sig,6.793419677895483,1.2580805147859706
1478,rr.rs,ds002338,sub-xp201,0,union,sig,3.36836387620235,0.5780064436595778
1477,rr,ds001748,sub-adult15,7,union,std,0.0022465691436082125,0.0027079370338469744
1476,rr,ds002338,sub-xp207,10,union,sig,5.301693102772558,0.4027059677127857
1475,rr,ds001748,sub-adult16,12,union,mean,0.6133071184158325,0.17894679307937622
1474,rr.rs,ds001600,sub-1,2,union,std,0.01817968487739563,0.006356257479637861
1473,rr,ds002338,sub-xp201,10,union,std,0.0046359216794371605,0.0007466187234967947
1472,rr,ds001600,sub-1,7,union,std,0.0027169680688530207,0.002989009255543351
1471,rs,ds000256,sub-CTS201,12,union,sig,7.54341412415544,1.5226757511118982
1470,rs,ds001748,sub-adult15,8,union,mean,0.6508634686470032,0.1819297820329666
1469,rr.rs,ds000256,sub-CTS210,0,union,mean,0.40956535935401917,0.060973331332206726
1468,rr,ds001748,sub-adult16,8,union,std,0.0012453979579731822,0.0015911698574200273
1467,rr.rs,ds001600,sub-1,1,union,mean,0.5867246389389038,0.12398000061511993
1466,rs,ds000256,sub-CTS201,16,union,sig,7.496445323635321,1.5011772883696946
1465,rs,ds001748,sub-adult15,15,union,mean,0.5868050456047058,0.17746008932590485
1464,rr,ds001600,sub-1,3,union,std,0.00540594756603241,0.005208788905292749
1463,rr,ds002338,sub-xp201,14,union,std,0.003786955727264285,0.000472302024718374
1462,rr.rs,ds001600,sub-1,6,union,std,0.004061612766236067,0.004353856667876244
1461,rr.rs,ds001748,sub-adult16,9,union,std,0.0013685600133612752,0.0017180920112878084
1460,rs,ds001748,sub-adult15,7,union,mean,0.6586359739303589,0.18566079437732697
1459,rr.rs,ds001748,sub-adult15,2,union,std,0.00515935942530632,0.005544919986277819
1458,rr,ds002338,sub-xp207,14,union,sig,5.617435782800409,0.4237764748777903
1457,rr.rs,ds001748,sub-adult15,13,union,sig,6.265730144538896,1.3135162762935433
1456,rr,ds001748,sub-adult15,3,union,std,0.004137532319873571,0.00485151307657361
1455,rr.rs,ds002338,sub-xp201,4,union,sig,3.537657671662068,0.44108612303848066
1454,rr,ds001748,sub-adult15,4,union,mean,0.6430322527885437,0.1893020123243332
1453,rr,ds001771,sub-36,10,union,sig,7.472369373276292,1.4066165313599084
1452,rr,ds000256,sub-CTS210,15,union,std,0.005546029191464186,0.004955532494932413
1451,rr,ds001748,sub-adult16,2,union,mean,0.6147476434707642,0.17291522026062012
1450,rr,ds002338,sub-xp201,0,union,mean,0.34958478808403015,0.0684257373213768
1449,rr,ds001771,sub-36,9,union,std,0.0019700671546161175,0.0020258778240531683
1448,rr.rs,ds000256,sub-CTS210,14,union,std,0.0038649507332593203,0.00361838610842824
1447,rs,ds001748,sub-adult16,1,union,mean,0.5884860157966614,0.16422908008098602
1446,rr.rs,ds001600,sub-1,15,union,mean,0.6953186392784119,0.14475536346435547
1445,rr.rs,ds002338,sub-xp207,2,union,sig,3.3369122573206247,0.438794272832237
1444,rr.rs,ds000256,sub-CTS201,9,union,sig,4.541670718686689,0.20355016502253814
1443,rs,ds000256,sub-CTS201,8,union,sig,5.31530848813377,0.35449913429318014
1442,rr.rs,ds002338,sub-xp207,6,union,sig,4.767209966935834,0.4576070108847507
1441,rr,ds001600,sub-1,8,union,mean,0.6727019548416138,0.15889737010002136
1440,rs,ds002338,sub-xp201,1,union,mean,0.38761189579963684,0.0795852392911911
1439,rr,ds000256,sub-CTS210,11,union,std,0.007978163659572601,0.0053683072328567505
1438,rr.rs,ds000256,sub-CTS210,10,union,std,0.005682702641934156,0.004354163073003292
1437,rr,ds001600,sub-1,7,union,mean,0.6785944700241089,0.1583031564950943
1436,rr.rs,ds002338,sub-xp207,4,union,mean,0.5083708167076111,0.0985027626156807
1435,rs,ds002338,sub-xp207,17,union,mean,0.5425930023193359,0.08607497066259384
1434,rr,ds001600,sub-1,12,union,sig,7.494126192667045,1.3743084469843745
1433,rs,ds000256,sub-CTS201,4,union,sig,4.243444235195321,0.1968671310626255
1432,rr.rs,ds000256,sub-CTS201,5,union,sig,2.6923477265170126,0.0647283356653247
1431,rr,ds000256,sub-CTS201,1,union,mean,0.5754714012145996,0.11734991520643234
1430,rs,ds002338,sub-xp207,18,union,mean,0.5539623498916626,0.0872708186507225
1429,rr.rs,ds000256,sub-CTS210,18,union,std,0.0036517633125185966,0.0030738143250346184
1428,rr,ds001771,sub-36,5,union,std,0.003405305091291666,0.0024584862403571606
1427,rr,ds001748,sub-adult16,17,union,std,0.0024927190970629454,0.0012500592274591327
1426,rr,ds000256,sub-CTS210,19,union,std,0.009763548150658607,0.0030324223916977644
1425,rr,ds001771,sub-36,1,union,std,0.006580230314284563,0.004385997075587511
1424,rr,ds001748,sub-adult16,13,union,std,0.0028962413780391216,0.0015097606228664517
1423,rs,ds000256,sub-CTS201,0,union,sig,4.263935701897452,0.46190867036267486
1422,rr,ds001600,sub-1,16,union,sig,7.688699488155189,1.254101697951994
1421,rr,ds001600,sub-1,13,union,mean,0.6870578527450562,0.14971856772899628
1420,rr.rs,ds000256,sub-CTS201,1,union,sig,3.2641560599592045,0.26102063989246993
1419,rs,ds002338,sub-xp207,17,union,std,0.003379081143066287,0.0015476054977625608
1418,rr.rs,ds001748,sub-adult16,8,union,mean,0.636003315448761,0.18509939312934875
1417,rs,ds001748,sub-adult16,1,union,std,0.01077528577297926,0.003698258427903056
1416,rr.rs,ds002338,sub-xp207,16,union,std,0.0034572698641568422,0.0014398576458916068
1415,rs,ds001600,sub-1,8,union,mean,0.6687315702438354,0.16043467819690704
1414,rr.rs,ds001748,sub-adult16,7,union,mean,0.644199788570404,0.18600529432296753
1413,rs,ds002338,sub-xp201,17,union,sig,6.384575381595128,0.38968558136968773
1412,rs,ds002338,sub-xp207,3,union,sig,3.629842912301801,0.45349583706722074
1411,rr.rs,ds002338,sub-xp201,16,union,sig,4.041950629775726,0.7564328310634738
1410,rs,ds001748,sub-adult16,13,union,sig,6.129744733268566,1.3614798289317742
1409,rs,ds001600,sub-1,7,union,mean,0.6766965985298157,0.15881650149822235
1408,rs,ds002338,sub-xp201,11,union,mean,0.5969088077545166,0.10578883439302444
1407,rs,ds002338,sub-xp207,7,union,sig,4.98516529047266,0.4891544796580317
1406,rr,ds002338,sub-xp201,9,union,sig,5.453686696188377,0.19071501999219195
1405,rs,ds002338,sub-xp201,13,union,sig,6.296895174718717,0.36137440245286845
1404,rr,ds001771,sub-36,15,union,mean,0.750676155090332,0.14821796119213104
1403,rs,ds001771,sub-36,9,union,std,0.002592037431895733,0.0020573672372847795
1402,rr.rs,ds000256,sub-CTS201,7,union,mean,0.6818543076515198,0.15379080176353455
1401,rs,ds001748,sub-adult16,17,union,sig,6.369299618430249,1.2634759627929901
1400,rr.rs,ds002338,sub-xp201,12,union,sig,3.3491215275893347,0.659886064392899
1399,rr,ds000256,sub-CTS210,8,union,sig,4.767793519611275,0.8140197852089528
1398,rr.rs,ds001771,sub-36,5,union,mean,0.6772436499595642,0.1352773904800415
1397,rs,ds002338,sub-xp207,13,union,std,0.0037843487225472927,0.002241176785901189
1396,rr.rs,ds002338,sub-xp207,12,union,std,0.004058624617755413,0.0022286614403128624
1395,rr.rs,ds000256,sub-CTS201,8,union,mean,0.6884616017341614,0.15392696857452393
1394,rs,ds001748,sub-adult16,5,union,std,0.0016847280785441399,0.001784673542715609
1393,rr.rs,ds000256,sub-CTS210,20,union,sig,5.516434476618046,0.3718418045389876
1392,rs,ds001771,sub-36,1,union,std,0.007237689103931189,0.004071214236319065
1391,rr.rs,ds002338,sub-xp201,8,union,mean,0.6286140084266663,0.10841097682714462
1390,rs,ds001748,sub-adult15,6,union,std,0.00217352993786335,0.002632369054481387
1389,rr,ds002338,sub-xp201,1,union,sig,3.322433161572835,0.24200070495518175
1388,rs,ds001600,sub-1,16,union,sig,7.886043601021433,1.4406133167166553
1387,rr.rs,ds000256,sub-CTS201,12,union,sig,7.913860334263766,1.6330106855213113
1386,rr.rs,ds002338,sub-xp201,7,union,mean,0.6401807069778442,0.10992241650819778
1385,rr,ds000256,sub-CTS201,13,union,sig,8.050439851983962,1.5546835522024431
1384,rs,ds002338,sub-xp207,2,union,mean,0.38325268030166626,0.08393143117427826
1383,rr,ds000256,sub-CTS210,0,union,sig,2.756291067024194,0.6489753505418598
1382,rr,ds001771,sub-36,3,union,mean,0.6540776491165161,0.11953044682741165
1381,rr.rs,ds001748,sub-adult16,16,union,sig,6.8564971662969825,1.3219769290834003
1380,rr.rs,ds000256,sub-CTS201,16,union,sig,7.685443489555687,1.5465883647953393
1379,rs,ds001748,sub-adult16,9,union,std,0.0011767316609621048,0.001635936670936644
1378,rs,ds001600,sub-1,12,union,sig,7.697049379885599,1.4320824257463283
1377,rr.rs,ds001748,sub-adult16,12,union,sig,7.138084314092837,1.479548969204634
1376,rs,ds000256,sub-CTS210,0,union,mean,0.49359115958213806,0.07381574809551239
1375,rr,ds000256,sub-CTS210,4,union,sig,4.881762259622944,1.322806932859348
1374,rr,ds000256,sub-CTS201,17,union,sig,8.182388459104468,1.5932744541703492
1373,rr,ds002338,sub-xp207,3,union,mean,0.4588888883590698,0.09420295059680939
1372,rs,ds001771,sub-36,5,union,std,0.0025501565542072058,0.0024445676244795322
1371,rr,ds002338,sub-xp201,5,union,sig,4.527606234153022,0.1593965349144025
1370,rs,ds001748,sub-adult15,2,union,std,0.004282014444470406,0.005104824900627136
1369,rr,ds000256,sub-CTS210,6,union,mean,0.6008234024047852,0.11602208763360977
1368,rr,ds001771,sub-36,20,union,std,0.002000198233872652,0.0013426556251943111
1367,rs,ds000256,sub-CTS201,19,union,mean,0.6777001619338989,0.1659371256828308
1366,rs,ds000256,sub-CTS210,14,union,std,0.007548192515969276,0.006752312649041414
1365,rr,ds000256,sub-CTS201,3,union,std,0.030043622478842735,0.005992466583848
1364,rs,ds001771,sub-36,2,union,mean,0.6390349268913269,0.11676895618438721
1363,rr,ds000256,sub-CTS210,9,union,mean,0.6743796467781067,0.11466379463672638
1362,rr.rs,ds001771,sub-36,19,union,sig,7.620360626084957,1.3758239990816847
1361,rs,ds000256,sub-CTS201,16,union,mean,0.6834676265716553,0.15756520628929138
1360,rr,ds002338,sub-xp207,3,union,sig,3.445489812861073,0.3696430126565374
1359,rr,ds000256,sub-CTS201,15,union,mean,0.6875084042549133,0.1547863483428955
1358,rr.rs,ds001748,sub-adult15,10,union,mean,0.6260369420051575,0.18081842362880707
1357,rr,ds002338,sub-xp207,7,union,sig,4.872489030092471,0.41762421929439053
1356,rs,ds002338,sub-xp201,9,union,sig,5.777490729076726,0.23046949667119226
1355,rr.rs,ds000256,sub-CTS201,20,union,mean,0.6665259599685669,0.17414900660514832
1354,rr,ds002338,sub-xp201,20,union,sig,6.469575150470696,0.4352579219506651
1353,rs,ds000256,sub-CTS210,10,union,mean,0.7004619836807251,0.1149163767695427
1352,rs,ds000256,sub-CTS210,10,union,std,0.011157573200762272,0.007429325953125954
1351,rr,ds002338,sub-xp207,20,union,std,0.003261891193687916,0.0011268067173659801
1350,rr.rs,ds001771,sub-36,8,union,std,0.002711115637794137,0.0020409917924553156
1349,rr,ds000256,sub-CTS210,13,union,mean,0.756057858467102,0.11459486186504364
1348,rr,ds000256,sub-CTS201,7,union,std,0.028584878891706467,0.006189195439219475
1347,rs,ds001748,sub-adult16,12,union,mean,0.6109911799430847,0.18005426228046417
1346,rr.rs,ds001600,sub-1,17,union,sig,7.454922357440874,1.328072425025398
1345,rr.rs,ds001771,sub-36,15,union,sig,7.067237607181411,1.3562333560207647
1344,rs,ds001771,sub-36,17,union,std,0.00260733300819993,0.0016623474657535553
1343,rr,ds001748,sub-adult15,16,union,std,0.0023174136877059937,0.0017735805595293641
1342,rr.rs,ds002338,sub-xp207,17,union,mean,0.5424590110778809,0.08511491119861603
1341,rs,ds002338,sub-xp201,1,union,sig,2.49545080816363,0.1196556396160498
1340,rr.rs,ds001771,sub-36,0,union,std,0.010116240940988064,0.005049839150160551
1339,rs,ds001771,sub-36,13,union,mean,0.7545062899589539,0.14749781787395477
1338,rr.rs,ds002338,sub-xp207,18,union,mean,0.554036557674408,0.08640123903751373
1337,rs,ds000256,sub-CTS210,18,union,std,0.006829217541962862,0.006051131524145603
1336,rr.rs,ds001771,sub-36,4,union,std,0.004097337368875742,0.00246792403049767
1335,rr,ds002338,sub-xp201,18,union,mean,0.6630480885505676,0.13119034469127655
1334,rr.rs,ds001748,sub-adult15,1,union,mean,0.5633302927017212,0.17415766417980194
1333,rr.rs,ds001600,sub-1,13,union,sig,7.210245341865429,1.374395319790343
1332,rr,ds001748,sub-adult15,15,union,mean,0.5904790163040161,0.1758604496717453
1331,rr,ds002338,sub-xp201,17,union,mean,0.64927738904953,0.12615425884723663
1330,rs,ds002338,sub-xp201,5,union,sig,4.648393320019285,0.15486856886462674
1329,rs,ds001771,sub-36,13,union,std,0.004492347594350576,0.002816945081576705
1328,rr,ds001748,sub-adult15,12,union,std,0.0018950891681015491,0.001976225059479475
1327,rr.rs,ds001771,sub-36,11,union,sig,7.52367594634082,1.3360241796247718
1326,rr.rs,ds001748,sub-adult16,7,union,sig,8.153441777724025,1.9166186853760199
1325,rr.rs,ds001600,sub-1,8,union,sig,6.739837166479327,1.3897207487822751
1324,rr,ds002338,sub-xp201,8,union,mean,0.6373054385185242,0.10909195989370346
1323,rr.rs,ds001600,sub-1,12,union,mean,0.6807503700256348,0.15295171737670898
1322,rs,ds000256,sub-CTS201,18,union,std,0.002023078268393874,0.0016809242079034448
1321,rs,ds001748,sub-adult15,14,union,std,0.0017931524198502302,0.0016986099071800709
1320,rs,ds001748,sub-adult16,9,union,mean,0.6253306269645691,0.185826376080513
1319,rr,ds001748,sub-adult16,6,union,sig,7.907340549554257,1.5197470735745309
1318,rs,ds001600,sub-1,1,union,sig,4.219283536736429,0.4806526724434523
1317,rr,ds002338,sub-xp201,7,union,mean,0.6457465887069702,0.11012175679206848
1316,rs,ds000256,sub-CTS210,1,union,sig,3.213571097340255,0.9011397947870308
1315,rr,ds001748,sub-adult16,5,union,mean,0.6504159569740295,0.1779259443283081
1314,rs,ds001748,sub-adult16,6,union,mean,0.6445916295051575,0.1826125681400299
1313,rr.rs,ds000256,sub-CTS210,0,union,sig,2.9184955348485535,0.8251109993667082
1312,rr.rs,ds001748,sub-adult15,19,union,std,0.002161942655220628,0.0015123243210837245
1311,rr,ds001748,sub-adult15,9,union,sig,7.634391139964567,1.7476291613012913
1310,rs,ds002338,sub-xp201,6,union,mean,0.6422659158706665,0.10922945290803909
1309,rs,ds001600,sub-1,5,union,sig,6.405664242554506,1.2153952415987697
1308,rs,ds000256,sub-CTS210,5,union,sig,4.2093886305107375,0.9939640164274116
1307,rr.rs,ds002338,sub-xp207,3,union,mean,0.4552970230579376,0.09360165148973465
1306,rr,ds001600,sub-1,0,union,mean,0.5592788457870483,0.11718225479125977
1305,rr.rs,ds001748,sub-adult15,8,union,sig,7.531122791071368,1.676873326573622
1304,rr.rs,ds000256,sub-CTS210,4,union,sig,5.1345579952310425,1.2154369151829385
1303,rr,ds001748,sub-adult15,20,union,std,0.002057765144854784,0.0016730136703699827
1302,rr,ds001600,sub-1,9,union,sig,7.334260784928411,1.4544259132098434
1301,rr.rs,ds001748,sub-adult16,3,union,sig,7.249817691635371,1.412040231335274
1300,rs,ds002338,sub-xp201,9,union,mean,0.6064491868019104,0.10429701209068298
1299,rr,ds001748,sub-adult16,2,union,sig,6.946037840059559,1.2874400731500366
1298,rs,ds001748,sub-adult15,10,union,std,0.0015795968938618898,0.0018511797534301877
1297,rr.rs,ds001748,sub-adult15,0,union,sig,4.337396215296845,0.7175105529841119
1296,rr,ds000256,sub-CTS201,9,union,mean,0.6950727105140686,0.15357643365859985
1295,rr,ds001771,sub-36,12,union,std,0.0022265100851655006,0.0017530735349282622
1294,rr,ds002338,sub-xp207,16,union,std,0.003628069767728448,0.0013053594157099724
1293,rr.rs,ds002338,sub-xp201,6,union,std,0.01597781665623188,0.008070135489106178
1292,rr,ds001748,sub-adult15,1,union,sig,3.745918200783854,0.49082028384216114
1291,rr.rs,ds001748,sub-adult15,11,union,std,0.004357185680419207,0.0023459759540855885
1290,rs,ds001748,sub-adult15,18,union,std,0.0016594604821875691,0.0015717734349891543
1289,rs,ds002338,sub-xp207,10,union,mean,0.532627284526825,0.08984823524951935
1288,rr.rs,ds001600,sub-1,4,union,sig,6.787688248745592,1.527755157445537
1287,rr,ds000256,sub-CTS201,6,union,mean,0.6814185380935669,0.15287530422210693
1286,rs,ds000256,sub-CTS201,14,union,std,0.001980473753064871,0.0018566204234957695
1285,rr,ds002338,sub-xp201,16,union,sig,6.214538360342434,0.42756385460227075
1284,rr,ds001600,sub-1,1,union,sig,4.312853726478287,0.5834164889476513
1283,rr,ds001600,sub-1,5,union,sig,7.159095623164089,1.6281634143046682
1282,rr,ds002338,sub-xp201,12,union,sig,5.897738111365131,0.2970433408787445
1281,rs,ds000256,sub-CTS201,10,union,std,0.0017497662920504808,0.0021923366002738476
1280,rr,ds001600,sub-1,14,union,mean,0.6919789910316467,0.1469789296388626
1279,rr.rs,ds001600,sub-1,0,union,sig,4.056093246236733,0.5933631788233146
1278,rr.rs,ds000256,sub-CTS210,8,union,sig,5.624013386598068,0.8067525250958675
1277,rr.rs,ds001748,sub-adult15,4,union,sig,6.341374589084425,1.1349783129917204
1276,rr,ds001748,sub-adult15,5,union,sig,7.034262507874758,1.5922192377139015
1275,rr.rs,ds002338,sub-xp201,2,union,std,0.015108760446310043,0.007028458174318075
1274,rr.rs,ds001748,sub-adult15,15,union,std,0.0028274673968553543,0.0017016156343743205
1273,rr,ds002338,sub-xp207,12,union,std,0.0043760077096521854,0.0018568913219496608
1272,rs,ds000256,sub-CTS210,9,union,sig,4.594738569587342,0.8258350696306407
1271,rr,ds001771,sub-36,16,union,std,0.002957225777208805,0.0018634380539879203
1270,rs,ds001600,sub-1,9,union,sig,7.464166281848086,1.4585668147435438
1269,rr,ds000256,sub-CTS210,13,union,sig,5.938355087577984,1.1855500733019064
1268,rr.rs,ds002338,sub-xp201,16,union,mean,0.6329050660133362,0.12065381556749344
1267,rr.rs,ds000256,sub-CTS201,18,union,mean,0.6767613291740417,0.1646544188261032
1266,rr.rs,ds000256,sub-CTS210,12,union,sig,6.568747962728368,1.0215629426186557
1265,rr.rs,ds002338,sub-xp201,19,union,mean,0.6722243428230286,0.13653863966464996
1264,rr.rs,ds002338,sub-xp207,4,union,std,0.010567689314484596,0.007735481485724449
1263,rr.rs,ds001771,sub-36,15,union,mean,0.7494978904724121,0.14892616868019104
1262,rr.rs,ds000256,sub-CTS201,20,union,sig,7.692234536513633,1.634332662069091
1261,rr.rs,ds000256,sub-CTS201,17,union,mean,0.6803832650184631,0.1607520431280136
1260,rr,ds001600,sub-1,18,union,std,0.0015989159001037478,0.0011932263150811195
1259,rr.rs,ds002338,sub-xp207,0,union,std,0.01647457852959633,0.008195389062166214
1258,rs,ds001600,sub-1,15,union,mean,0.694749116897583,0.14489248394966125
1257,rr.rs,ds001748,sub-adult16,10,union,mean,0.6171748042106628,0.1854710429906845
1256,rr.rs,ds001748,sub-adult16,20,union,sig,6.9248447335501755,1.275529456627021
1255,rs,ds001600,sub-1,20,union,sig,7.587056566124003,1.1735964006238575
1254,rr,ds002338,sub-xp207,19,union,mean,0.5661689043045044,0.08862494677305222
1253,rs,ds000256,sub-CTS201,0,union,mean,0.5724838376045227,0.11036381125450134
1252,rr,ds001748,sub-adult16,19,union,sig,6.780989984573528,1.2275154383194293
1251,rr,ds000256,sub-CTS210,17,union,sig,6.225441238577179,1.2649814256667413
1250,rr.rs,ds000256,sub-CTS210,11,union,mean,0.8396127820014954,0.06735370308160782
1249,rr.rs,ds000256,sub-CTS210,16,union,sig,6.961146981779689,1.15955391322098
1248,rr,ds002338,sub-xp207,16,union,mean,0.5331135392189026,0.08473554998636246
1247,rs,ds000256,sub-CTS201,2,union,std,0.0029016705229878426,0.0040129744447767735
1246,rr,ds001600,sub-1,14,union,std,0.0016878449823707342,0.001486866851337254
1245,rr,ds002338,sub-xp201,20,union,mean,0.6893450617790222,0.1427278220653534
1244,rr.rs,ds002338,sub-xp207,8,union,std,0.006622670218348503,0.004187237937003374
1243,rr.rs,ds000256,sub-CTS201,3,union,std,0.03306959569454193,0.0065236324444413185
1242,rr,ds001748,sub-adult16,15,union,mean,0.626181960105896,0.16600601375102997
1241,rr,ds001771,sub-36,3,union,sig,7.074116846191263,1.2108907923966736
1240,rr,ds001748,sub-adult16,11,union,sig,7.352872996702919,1.5294027758366677
1239,rr.rs,ds002338,sub-xp201,20,union,sig,5.0837900514848275,0.894567461361468
1238,rr.rs,ds001600,sub-1,9,union,mean,0.6694707870483398,0.15933378040790558
1237,rr,ds001771,sub-36,7,union,sig,6.770586522398227,1.0128775577647202
1236,rr.rs,ds000256,sub-CTS210,8,union,mean,0.7846283912658691,0.07175904512405396
1235,rs,ds001748,sub-adult15,0,union,mean,0.5364620089530945,0.16166852414608002
1234,rr,ds001748,sub-adult15,3,union,mean,0.6108080744743347,0.18712753057479858
1233,rr,ds001748,sub-adult16,15,union,sig,6.7599241568227635,1.3129665077366084
1232,rr,ds001600,sub-1,10,union,std,0.002012769691646099,0.002065716776996851
1231,rr.rs,ds001600,sub-1,6,union,mean,0.6878868937492371,0.1566406488418579
1230,rr.rs,ds002338,sub-xp207,20,union,std,0.0029876111075282097,0.0011541813146322966
1229,rr.rs,ds002338,sub-xp207,20,union,mean,0.5769539475440979,0.09046699106693268
1228,rs,ds000256,sub-CTS201,6,union,std,0.015974683687090874,0.0033245075028389692
1227,rr.rs,ds000256,sub-CTS210,7,union,mean,0.7616913318634033,0.0742664560675621
1226,rr.rs,ds000256,sub-CTS201,7,union,std,0.03044234775006771,0.0064576310105621815
1225,rs,ds001748,sub-adult15,12,union,mean,0.5964809060096741,0.18332313001155853
1224,rs,ds002338,sub-xp207,11,union,sig,5.5758573208496225,0.48582016438978964
1223,rr,ds000256,sub-CTS201,19,union,std,0.0012580887414515018,0.0013042293721809983
1222,rs,ds000256,sub-CTS201,11,union,mean,0.694959282875061,0.15285390615463257
1221,rs,ds001771,sub-36,5,union,mean,0.6734247207641602,0.13672398030757904
1220,rr.rs,ds002338,sub-xp207,10,union,sig,5.370935151946236,0.42999213570567774
1219,rr.rs,ds001748,sub-adult15,17,union,mean,0.6165767908096313,0.1607053279876709
1218,rs,ds001748,sub-adult16,7,union,sig,8.296713004753062,1.766238852690217
1217,rr,ds001600,sub-1,20,union,sig,7.604753861241514,1.089063073603493
1216,rr.rs,ds001748,sub-adult16,20,union,mean,0.6335919499397278,0.15858784317970276
1215,rr.rs,ds000256,sub-CTS201,18,union,std,0.0016612790059298277,0.0016083604423329234
1214,rr,ds000256,sub-CTS201,12,union,mean,0.6957613825798035,0.15205034613609314
1213,rs,ds002338,sub-xp201,11,union,std,0.0032308620866388083,0.0005430198507383466
1212,rs,ds002338,sub-xp207,5,union,std,0.011874129064381123,0.006981045939028263
1211,rr,ds000256,sub-CTS210,1,union,mean,0.5198061466217041,0.08395949006080627
1210,rr.rs,ds001748,sub-adult15,18,union,mean,0.6160662770271301,0.15931211411952972
1209,rr.rs,ds002338,sub-xp201,10,union,std,0.02444167248904705,0.010479948483407497
1208,rs,ds001748,sub-adult16,15,union,std,0.003458408173173666,0.0018749026348814368
1207,rs,ds002338,sub-xp207,1,union,std,0.014979634433984756,0.00899072177708149
1206,rs,ds001748,sub-adult15,8,union,sig,7.741218830705702,1.6394974668125524
1205,rs,ds002338,sub-xp201,15,union,std,0.0027960168663412333,0.00045542180305346847
1204,rs,ds000256,sub-CTS210,17,union,mean,0.7826427817344666,0.12400250136852264
1203,rr,ds000256,sub-CTS210,14,union,mean,0.7666854858398438,0.11513008922338486
1202,rs,ds001748,sub-adult16,11,union,std,0.002364945365116,0.0016597624635323882
1201,rr.rs,ds002338,sub-xp201,14,union,std,0.02110331505537033,0.009091760031878948
1200,rr.rs,ds001748,sub-adult16,18,union,std,0.002310911426320672,0.0013742634328082204
1199,rs,ds000256,sub-CTS210,18,union,mean,0.7851722836494446,0.12814456224441528
1198,rs,ds002338,sub-xp207,15,union,sig,5.770834817821819,0.4693293609271054
1197,rs,ds001748,sub-adult16,3,union,sig,7.468368040463587,1.3333333806866385
1196,rs,ds001600,sub-1,18,union,std,0.001643716124817729,0.0015378867974504828
1195,rr.rs,ds002338,sub-xp207,14,union,sig,5.656143461613488,0.4458962365350715
1194,rs,ds001748,sub-adult16,19,union,std,0.0029418952763080597,0.0016567754792049527
1193,rs,ds001771,sub-36,7,union,sig,6.840265116910303,1.1334075797012717
1192,rs,ds001771,sub-36,14,union,mean,0.7558891177177429,0.1457359790802002
1191,rs,ds001748,sub-adult15,0,union,sig,4.583588433677204,0.7070760119945847
