,prefix,dataset,subject,fwh,mask,stat,mean,std
347,rs,ds000256,sub-CTS201,6,union,sig,4.019553501970859,0.1574542588050136
346,rr,ds000256,sub-CTS201,11,union,mean,0.6963443756103516,0.15224464237689972
345,rr,ds001748,sub-adult16,15,union,std,0.002496822737157345,0.0013045998057350516
344,rr,ds000256,sub-CTS210,2,union,mean,0.5759575963020325,0.09706193953752518
343,rs,ds001771,sub-36,9,union,mean,0.7371299862861633,0.15029413998126984
342,rr.rs,ds002338,sub-xp201,20,union,std,0.00907906610518694,0.0067261806689202785
341,rr,ds001771,sub-36,7,union,std,0.0027766674757003784,0.0022012884728610516
340,rr,ds001748,sub-adult16,11,union,std,0.001760041806846857,0.0012995977886021137
339,rs,ds000256,sub-CTS210,14,union,mean,0.7633795738220215,0.11683447659015656
338,rr,ds000256,sub-CTS210,17,union,mean,0.7852140069007874,0.1226525604724884
337,rr,ds001771,sub-36,3,union,std,0.0025348367635160685,0.0030485608149319887
336,rr.rs,ds002338,sub-xp207,8,union,sig,5.067442390743378,0.42791314058059243
335,rr.rs,ds000256,sub-CTS201,3,union,sig,2.892794527528429,0.0998467481990646
334,rr,ds000256,sub-CTS210,18,union,mean,0.7864879369735718,0.12688791751861572
333,rs,ds000256,sub-CTS201,2,union,sig,6.8997286342686,1.208606442930465
332,rr,ds001600,sub-1,14,union,sig,7.641143271521554,1.3456967525918901
331,rr,ds001748,sub-adult16,2,union,std,0.0025951305869966745,0.0032239637803286314
330,rr.rs,ds002338,sub-xp201,3,union,mean,0.5388441681861877,0.09998072683811188
329,rs,ds001748,sub-adult15,10,union,sig,7.801764131639289,1.6522139268268075
328,rr,ds001771,sub-36,7,union,mean,0.7002285122871399,0.1476760059595108
327,rr,ds001748,sub-adult15,20,union,sig,7.0299076674122665,1.3102191227806377
326,rr,ds001600,sub-1,9,union,std,0.002175880130380392,0.0022952582221478224
325,rr.rs,ds001748,sub-adult16,3,union,std,0.0022788895294070244,0.002794784726575017
324,rs,ds002338,sub-xp207,6,union,mean,0.5660640001296997,0.10193886607885361
323,rr.rs,ds001748,sub-adult15,8,union,std,0.0020153718069195747,0.0022772536613047123
322,rr.rs,ds000256,sub-CTS210,4,union,std,0.010476550087332726,0.010239219292998314
321,rr,ds001771,sub-36,8,union,mean,0.725947380065918,0.151646688580513
320,rr.rs,ds001748,sub-adult15,19,union,sig,6.975348023538282,1.2575100447093124
319,rr,ds001748,sub-adult15,9,union,std,0.0019046367378905416,0.00222757481969893
318,rs,ds002338,sub-xp207,9,union,mean,0.5462506413459778,0.09267836809158325
317,rs,ds001600,sub-1,5,union,std,0.003864272963255644,0.00391054293140769
316,rs,ds000256,sub-CTS210,5,union,std,0.014861629344522953,0.0123435752466321
315,rr.rs,ds000256,sub-CTS210,0,union,std,0.023550493642687798,0.013806442730128765
314,rr,ds002338,sub-xp207,8,union,mean,0.5623739957809448,0.09663689136505127
313,rs,ds001600,sub-1,1,union,std,0.012288959696888924,0.0058717201463878155
312,rs,ds000256,sub-CTS210,1,union,std,0.02536858431994915,0.016991738229990005
311,rs,ds001748,sub-adult15,14,union,sig,7.283536453892305,1.505692148264503
310,rr,ds001748,sub-adult16,6,union,std,0.0015087591018527746,0.001832285663112998
309,rr.rs,ds001748,sub-adult16,7,union,std,0.0015116319991648197,0.001940133166499436
308,rr.rs,ds001600,sub-1,8,union,std,0.0031437005382031202,0.003407935844734311
307,rr,ds002338,sub-xp207,7,union,mean,0.5726582407951355,0.10033155977725983
306,rs,ds000256,sub-CTS201,18,union,sig,7.359491808663072,1.4765810718017687
305,rs,ds000256,sub-CTS210,4,union,mean,0.5968852043151855,0.10981263220310211
304,rr,ds001748,sub-adult15,5,union,std,0.0028865656349807978,0.0035448744893074036
303,rr.rs,ds002338,sub-xp201,2,union,sig,3.65093343957843,0.5443825485048663
302,rr.rs,ds001748,sub-adult15,15,union,sig,6.561013267776446,1.2771802990386134
301,rr,ds002338,sub-xp207,12,union,sig,5.510942319101767,0.40996169283158646
300,rs,ds000256,sub-CTS210,9,union,std,0.011926698498427868,0.0079715047031641
299,rr,ds001771,sub-36,16,union,sig,6.861480940217253,1.2951371220552585
298,rr.rs,ds001748,sub-adult16,3,union,mean,0.6299257874488831,0.1734006255865097
297,rs,ds001600,sub-1,9,union,std,0.002034059725701809,0.002500039990991354
296,rs,ds001600,sub-1,3,union,mean,0.6808415651321411,0.14559699594974518
295,rs,ds002338,sub-xp201,15,union,mean,0.6215894222259521,0.11665612459182739
294,rr.rs,ds000256,sub-CTS210,8,union,std,0.0070872013457119465,0.005276758689433336
293,rr.rs,ds001748,sub-adult15,4,union,std,0.003702277783304453,0.003756224410608411
292,rr,ds001600,sub-1,5,union,std,0.003024129429832101,0.004150002729147673
291,rr,ds002338,sub-xp201,12,union,std,0.003860099706798792,0.0005082802381366491
290,rs,ds000256,sub-CTS201,10,union,sig,7.856519753724381,1.6347727372043621
289,rr.rs,ds001600,sub-1,0,union,std,0.013563249260187149,0.00826261006295681
288,rr.rs,ds001600,sub-1,4,union,std,0.003938230220228434,0.0060005392879247665
287,rr.rs,ds001771,sub-36,1,union,mean,0.5670070052146912,0.10963961482048035
286,rs,ds000256,sub-CTS201,14,union,sig,7.472831332476998,1.4849700156502512
285,rr,ds002338,sub-xp201,16,union,std,0.0032162072602659464,0.00046798840048722923
284,rr,ds001600,sub-1,1,union,std,0.011805915273725986,0.006906093563884497
283,rs,ds001748,sub-adult15,18,union,sig,7.422830673619944,1.4223530809571574
282,rr,ds001771,sub-36,12,union,sig,7.345403634615188,1.3893247519802858
281,rr,ds001771,sub-36,11,union,mean,0.7449911236763,0.15171225368976593
280,rr,ds002338,sub-xp207,16,union,sig,5.826967693343896,0.42245537711607095
279,rr.rs,ds002338,sub-xp201,6,union,sig,4.059000947030669,0.587730903206766
278,rr,ds001748,sub-adult15,1,union,std,0.015947580337524414,0.006869499571621418
277,rr.rs,ds001748,sub-adult15,11,union,sig,5.9238860502136,1.38408720219884
276,rr.rs,ds001748,sub-adult15,0,union,std,0.010679943487048149,0.007011740934103727
275,rr.rs,ds000256,sub-CTS201,3,union,mean,0.6495295166969299,0.13488073647022247
274,rr,ds000256,sub-CTS201,1,union,std,0.013212057761847973,0.005099339410662651
273,rs,ds000256,sub-CTS210,16,union,std,0.007039173040539026,0.006309354677796364
272,rr.rs,ds001600,sub-1,19,union,sig,7.356762226907014,1.19640154218388
271,rs,ds002338,sub-xp207,13,union,mean,0.5067983269691467,0.08668074756860733
270,rr,ds000256,sub-CTS201,5,union,mean,0.6793532967567444,0.148005411028862
269,rr,ds002338,sub-xp207,1,union,sig,2.81705558768864,0.40828252214974264
268,rs,ds001771,sub-36,19,union,std,0.0020629907958209515,0.0013753412058576941
267,rr,ds001748,sub-adult15,18,union,std,0.0021620856132358313,0.0017092791385948658
266,rs,ds000256,sub-CTS201,20,union,std,0.00241476995870471,0.0017188721103593707
265,rr,ds002338,sub-xp207,5,union,sig,4.09873073890644,0.3610118319067291
264,rr,ds001600,sub-1,17,union,mean,0.6982746124267578,0.1421833485364914
263,rr,ds000256,sub-CTS201,5,union,std,0.03762064501643181,0.008071712218225002
262,rs,ds000256,sub-CTS210,12,union,std,0.008774650283157825,0.007113476283848286
261,rr,ds001600,sub-1,18,union,mean,0.6993750333786011,0.14188583195209503
260,rr.rs,ds001600,sub-1,11,union,mean,0.6761527061462402,0.15530022978782654
259,rs,ds002338,sub-xp201,3,union,sig,4.0707578148329535,0.1765960702523507
258,rr,ds001748,sub-adult16,9,union,mean,0.6251332759857178,0.18596939742565155
257,rr.rs,ds001771,sub-36,17,union,sig,7.370749284298684,1.3457195715771382
256,rr,ds001748,sub-adult15,14,union,std,0.0025428631342947483,0.0018706328701227903
255,rs,ds001771,sub-36,15,union,std,0.0033691278658807278,0.0021158503368496895
254,rr.rs,ds001600,sub-1,15,union,sig,7.4092207096451554,1.4125643370942838
253,rr,ds002338,sub-xp201,4,union,mean,0.5925254821777344,0.10600196570158005
252,rr,ds001748,sub-adult16,6,union,mean,0.644325315952301,0.18276351690292358
251,rr.rs,ds001771,sub-36,2,union,std,0.0028471718542277813,0.003808357287198305
250,rs,ds001748,sub-adult16,5,union,mean,0.6504327058792114,0.17773835361003876
249,rs,ds002338,sub-xp201,5,union,mean,0.6330800652503967,0.10914161801338196
248,rr,ds000256,sub-CTS201,9,union,std,0.0107593247666955,0.0022001604083925486
247,rr,ds001600,sub-1,3,union,mean,0.6857590079307556,0.14171148836612701
246,rr.rs,ds002338,sub-xp207,0,union,mean,0.33048227429389954,0.0681912750005722
245,rr.rs,ds001771,sub-36,6,union,std,0.002506451215595007,0.00245850277133286
244,rr,ds001748,sub-adult15,10,union,std,0.0018121302127838135,0.0021106472704559565
243,rs,ds001771,sub-36,11,union,std,0.0033164620399475098,0.00214133458212018
242,rr.rs,ds001771,sub-36,13,union,sig,7.654708267804265,1.4461357552215586
241,rs,ds002338,sub-xp201,7,union,sig,5.210930693715767,0.173818964328523
240,rr,ds002338,sub-xp207,9,union,sig,5.204674431514532,0.4121319114559276
239,rs,ds001748,sub-adult15,20,union,std,0.0016329458449035883,0.0015520871384069324
238,rr.rs,ds001600,sub-1,11,union,sig,7.18689134282688,1.4377726614496955
237,rs,ds001748,sub-adult16,3,union,std,0.0018815086223185062,0.0022990908473730087
236,rs,ds001600,sub-1,18,union,sig,7.704666054454219,1.2649334107371073
235,rr.rs,ds002338,sub-xp207,14,union,std,0.0039313980378210545,0.0017203474417328835
234,rr.rs,ds001748,sub-adult16,18,union,sig,6.899019275173333,1.2897248216027195
233,rs,ds002338,sub-xp207,15,union,std,0.0037388510536402464,0.0017848880961537361
232,rr,ds001748,sub-adult16,16,union,mean,0.6285207271575928,0.16306030750274658
231,rs,ds001748,sub-adult16,11,union,sig,6.861077450510007,1.4637933450837237
230,rr.rs,ds002338,sub-xp201,14,union,sig,3.603165641431961,0.6946624940513436
229,rs,ds002338,sub-xp207,1,union,sig,3.1452897381953275,0.5172861020978369
228,rs,ds001748,sub-adult15,8,union,std,0.0017438458744436502,0.002097693970426917
227,rr,ds001748,sub-adult16,19,union,mean,0.6353003978729248,0.15776999294757843
226,rs,ds002338,sub-xp201,15,union,sig,6.38212393092546,0.41634564806592805
225,rr.rs,ds002338,sub-xp201,10,union,sig,3.3840544023413206,0.6901911242786919
224,rs,ds001748,sub-adult16,15,union,sig,6.276236553551723,1.3035167690748746
223,rs,ds001748,sub-adult15,3,union,mean,0.6108111143112183,0.1864771544933319
222,rs,ds002338,sub-xp201,11,union,sig,6.119965803745029,0.2973933881076393
221,rr,ds001748,sub-adult15,0,union,mean,0.5353238582611084,0.16163060069084167
220,rs,ds002338,sub-xp207,5,union,sig,4.188153885388187,0.41908850841463063
219,rr.rs,ds002338,sub-xp207,10,union,std,0.005053954664617777,0.0029423253145068884
218,rs,ds001748,sub-adult16,7,union,std,0.0012746738502755761,0.0017348183318972588
217,rr,ds001600,sub-1,20,union,std,0.0015873212832957506,0.0011144326999783516
216,rr.rs,ds001600,sub-1,5,union,mean,0.7007775902748108,0.15394820272922516
215,rr.rs,ds000256,sub-CTS201,18,union,sig,7.751462284860758,1.6005839594438729
214,rr.rs,ds000256,sub-CTS210,4,union,mean,0.6893897652626038,0.0852401927113533
213,rs,ds002338,sub-xp207,11,union,std,0.004378675948828459,0.002811164828017354
212,rr,ds000256,sub-CTS201,19,union,sig,8.147553721831203,1.6024830817897457
211,rs,ds001748,sub-adult15,11,union,mean,0.610862672328949,0.18195484578609467
210,rr.rs,ds002338,sub-xp201,15,union,mean,0.6213349103927612,0.11658850312232971
209,rr,ds002338,sub-xp201,3,union,sig,3.32113020282143,0.10253237124830478
208,rs,ds002338,sub-xp201,19,union,sig,6.524180377672446,0.39715095737096495
207,rs,ds001748,sub-adult15,4,union,std,0.00344575266353786,0.003329158527776599
206,rr.rs,ds001771,sub-36,19,union,mean,0.7480361461639404,0.1488032341003418
205,rs,ds001771,sub-36,3,union,std,0.0023718508891761303,0.0029299857560545206
204,rr.rs,ds002338,sub-xp201,18,union,sig,4.568241825808267,0.8011397712557229
203,rr,ds000256,sub-CTS210,2,union,sig,2.9168192862710076,0.40762852155222273
202,rr.rs,ds001748,sub-adult16,14,union,sig,6.699452434716283,1.359412190446829
201,rr,ds000256,sub-CTS201,11,union,sig,8.30046517765903,1.7017716159280938
200,rs,ds002338,sub-xp207,19,union,std,0.0030947772320359945,0.0014114158693701029
199,rr.rs,ds000256,sub-CTS201,10,union,sig,6.893505105161066,0.887501644044937
198,rr.rs,ds001771,sub-36,16,union,mean,0.7493488192558289,0.14765897393226624
197,rr.rs,ds002338,sub-xp207,18,union,std,0.003162022680044174,0.0012667921837419271
196,rr.rs,ds000256,sub-CTS201,14,union,mean,0.6901533007621765,0.15339316427707672
195,rs,ds001600,sub-1,14,union,sig,7.8404621767748575,1.4497000136315155
194,rr,ds000256,sub-CTS201,15,union,sig,8.053157228997026,1.5332714057039742
193,rs,ds001600,sub-1,16,union,mean,0.6966009736061096,0.1432831585407257
192,rr.rs,ds001748,sub-adult16,10,union,sig,7.472190052896443,1.628596839878245
191,rr,ds000256,sub-CTS210,6,union,sig,4.679985659448014,0.9754575736786076
190,rr.rs,ds001748,sub-adult16,13,union,mean,0.6153814196586609,0.17488481104373932
189,rs,ds001600,sub-1,10,union,sig,7.430225380329528,1.4014728834372037
188,rr.rs,ds000256,sub-CTS201,14,union,sig,7.751913966665641,1.5558014811427685
187,rs,ds000256,sub-CTS201,3,union,mean,0.6672263741493225,0.13804739713668823
186,rs,ds001748,sub-adult15,0,union,std,0.009036163799464703,0.006354236043989658
185,rs,ds001600,sub-1,19,union,mean,0.6999178528785706,0.14234040677547455
184,rr,ds002338,sub-xp201,7,union,sig,4.978354777117531,0.16306720439697447
183,rs,ds002338,sub-xp207,9,union,sig,5.398631419570875,0.5037812403935329
182,rs,ds001748,sub-adult16,19,union,sig,6.532585928934413,1.2529067291084977
181,rr.rs,ds000256,sub-CTS210,12,union,mean,0.8529666662216187,0.06683244556188583
180,rs,ds001771,sub-36,7,union,std,0.002747442340478301,0.002261949237436056
179,rr,ds002338,sub-xp207,15,union,mean,0.5230328440666199,0.08456777036190033
178,rr.rs,ds000256,sub-CTS210,10,union,sig,6.0292705407894545,0.8351943750530115
177,rr,ds000256,sub-CTS210,11,union,sig,5.260895203826122,0.8000270668727848
176,rr.rs,ds002338,sub-xp201,4,union,mean,0.5908879041671753,0.1054643914103508
175,rr,ds001600,sub-1,20,union,mean,0.7014041543006897,0.14309370517730713
174,rs,ds002338,sub-xp207,1,union,mean,0.33094748854637146,0.07421550154685974
173,rr.rs,ds002338,sub-xp207,6,union,std,0.008383888751268387,0.005984086077660322
172,rr,ds001771,sub-36,0,union,mean,0.5235574245452881,0.098670095205307
171,rs,ds000256,sub-CTS201,8,union,std,0.00658970233052969,0.0017691842513158917
170,rs,ds000256,sub-CTS210,3,union,mean,0.6005897521972656,0.1053607240319252
169,rr,ds002338,sub-xp207,0,union,mean,0.32892361283302307,0.06800713390111923
168,rr.rs,ds002338,sub-xp207,2,union,std,0.015168910846114159,0.008555049076676369
167,rr.rs,ds000256,sub-CTS201,9,union,std,0.011208363808691502,0.0022965623065829277
166,rr,ds001771,sub-36,9,union,sig,7.594928620122766,1.4400278474192265
165,rr.rs,ds000256,sub-CTS210,14,union,sig,6.85393514322622,1.1516381322182505
164,rr,ds000256,sub-CTS210,15,union,sig,6.108207180790306,1.2065898144736813
163,rr.rs,ds000256,sub-CTS201,1,union,std,0.022709496319293976,0.005850088316947222
162,rs,ds000256,sub-CTS201,0,union,std,0.01154659315943718,0.005374914966523647
161,rr,ds001600,sub-1,16,union,std,0.0015935979317873716,0.001322353258728981
160,rr.rs,ds001748,sub-adult16,4,union,mean,0.6557313203811646,0.17668958008289337
159,rr,ds001748,sub-adult16,13,union,sig,6.521621708622623,1.3549095419548283
158,rr,ds001771,sub-36,1,union,sig,5.136479024025644,0.6196805355111242
157,rs,ds002338,sub-xp201,12,union,mean,0.5968637466430664,0.10769795626401901
156,rs,ds001600,sub-1,4,union,mean,0.6972501277923584,0.1512073427438736
155,rr.rs,ds001771,sub-36,9,union,mean,0.7337856292724609,0.15226680040359497
154,rr,ds001748,sub-adult16,17,union,sig,6.757888576867493,1.2577432357889826
153,rr,ds000256,sub-CTS210,19,union,sig,4.917841495587156,0.4957016605483165
152,rr,ds001771,sub-36,16,union,mean,0.7503750324249268,0.14704729616641998
151,rr.rs,ds000256,sub-CTS210,18,union,sig,6.873356673010322,1.0400500171026243
150,rr.rs,ds000256,sub-CTS201,4,union,mean,0.661761999130249,0.1420559287071228
149,rr,ds001771,sub-36,5,union,sig,6.367272846675974,0.8799878852746261
148,rr.rs,ds001771,sub-36,6,union,mean,0.683539092540741,0.14209897816181183
147,rr.rs,ds000256,sub-CTS201,5,union,std,0.03895682096481323,0.008325345814228058
146,rr,ds001771,sub-36,19,union,mean,0.748730480670929,0.14838092029094696
145,rr,ds001600,sub-1,12,union,std,0.0018577593145892024,0.0017160302959382534
144,rs,ds000256,sub-CTS201,4,union,std,0.01360455434769392,0.0029060118831694126
143,rr,ds001748,sub-adult16,4,union,sig,7.75569106785149,1.5330535811049435
142,rs,ds001748,sub-adult15,16,union,std,0.0017396531766280532,0.0016178195364773273
141,rs,ds001748,sub-adult16,11,union,mean,0.6124985218048096,0.18321672081947327
140,rr,ds002338,sub-xp201,18,union,sig,6.42063400917535,0.4347564399377897
139,rr.rs,ds002338,sub-xp207,14,union,mean,0.5114541053771973,0.08463452756404877
138,rr.rs,ds001748,sub-adult16,5,union,sig,7.342582460501235,1.2534428173051027
137,rr.rs,ds000256,sub-CTS210,2,union,sig,3.160677260619755,0.4892176973902561
136,rs,ds001771,sub-36,10,union,mean,0.7420669198036194,0.15062570571899414
135,rr.rs,ds002338,sub-xp201,8,union,std,0.021772310137748718,0.010615874081850052
134,rr,ds002338,sub-xp207,18,union,std,0.0033728494308888912,0.0011944202706217766
133,rs,ds000256,sub-CTS210,3,union,sig,3.5140206954241355,0.6868383247583774
132,rs,ds001600,sub-1,3,union,sig,6.529674270691816,1.158749551186417
131,rr.rs,ds000256,sub-CTS210,6,union,sig,5.411242162927468,0.965763401635397
130,rr,ds001748,sub-adult15,19,union,mean,0.5977288484573364,0.16570766270160675
129,rs,ds000256,sub-CTS210,7,union,sig,4.190161416599165,0.8298118827587512
128,rr,ds001771,sub-36,18,union,std,0.002387662883847952,0.0015380843542516232
127,rs,ds001600,sub-1,7,union,sig,6.309442960437936,1.1627451746890025
126,rr.rs,ds001748,sub-adult15,2,union,mean,0.5855988264083862,0.18564525246620178
125,rs,ds001748,sub-adult15,12,union,std,0.0016303167212754488,0.0017510004108771682
124,rr,ds001748,sub-adult16,0,union,sig,4.739024366751937,0.5547667492748236
123,rr,ds001748,sub-adult15,16,union,mean,0.5934569239616394,0.17264388501644135
122,rr,ds002338,sub-xp201,14,union,mean,0.621086597442627,0.11549244076013565
121,rr.rs,ds001748,sub-adult16,1,union,sig,5.022581113936593,0.624759718730177
120,rr,ds002338,sub-xp207,14,union,std,0.004041477106511593,0.0015055068070068955
119,rr.rs,ds001748,sub-adult15,13,union,std,0.0034313786309212446,0.0019286872120574117
118,rr,ds000256,sub-CTS210,5,union,mean,0.591720461845398,0.1139233186841011
117,rr,ds001748,sub-adult15,3,union,sig,6.231874906471963,1.3117673491498505
116,rr.rs,ds002338,sub-xp201,4,union,std,0.02009587176144123,0.0076777138747274876
115,rr,ds001771,sub-36,10,union,std,0.0020788817200809717,0.001898157293908298
114,rr,ds000256,sub-CTS201,19,union,mean,0.6724752187728882,0.16872428357601166
113,rr.rs,ds001748,sub-adult15,2,union,sig,5.746978377919815,1.1837576082312022
112,rs,ds000256,sub-CTS201,16,union,std,0.00192092580255121,0.0017552059143781662
111,rs,ds001771,sub-36,1,union,mean,0.5667911767959595,0.1092970222234726
110,rr,ds001600,sub-1,3,union,sig,5.829074449040842,0.8615666651457721
109,rr,ds002338,sub-xp201,14,union,sig,5.938998180466673,0.3977316443461624
108,rr.rs,ds001600,sub-1,6,union,sig,6.381147467711833,1.3280026896132342
107,rs,ds000256,sub-CTS201,15,union,mean,0.6870351433753967,0.1549474000930786
106,rr.rs,ds001748,sub-adult16,9,union,sig,8.205667761054507,1.9143157439297964
105,rr,ds001748,sub-adult16,8,union,sig,8.442143416035742,1.9753435746137449
104,rr,ds000256,sub-CTS201,16,union,mean,0.6840581893920898,0.15734584629535675
103,rr.rs,ds001748,sub-adult15,13,union,mean,0.6131008267402649,0.17176370322704315
102,rr.rs,ds001600,sub-1,2,union,sig,3.8018336639962884,0.33898655113321047
101,rr,ds002338,sub-xp201,10,union,sig,5.666790498648099,0.21069736277442144
100,rr,ds001600,sub-1,7,union,sig,7.028976098042678,1.4548894955581355
99,rs,ds000256,sub-CTS201,12,union,std,0.0019609101582318544,0.0019982755184173584
98,rr,ds001771,sub-36,14,union,std,0.0036765988916158676,0.002297358587384224
97,rs,ds000256,sub-CTS210,13,union,mean,0.7539389729499817,0.11568491160869598
96,rs,ds000256,sub-CTS210,20,union,std,0.014065097086131573,0.0035468426067382097
95,rr.rs,ds001748,sub-adult15,17,union,std,0.0024310166481882334,0.0015778694069013
94,rr.rs,ds002338,sub-xp201,0,union,std,0.014499995857477188,0.006673878058791161
93,rr,ds001748,sub-adult15,7,union,sig,7.498258742255408,1.8027934944139565
92,rr,ds002338,sub-xp207,10,union,std,0.005275191273540258,0.002415495226159692
91,rr.rs,ds001748,sub-adult15,6,union,sig,7.114699845923055,1.4733179038766793
90,rr,ds000256,sub-CTS210,10,union,mean,0.6997783780097961,0.11429232358932495
89,rr.rs,ds001771,sub-36,8,union,sig,6.837668865725656,0.9831846596263275
88,rr,ds000256,sub-CTS201,7,union,sig,3.1882743633980084,0.0678708075329962
87,rs,ds000256,sub-CTS210,10,union,sig,4.744768576356313,0.822282976466284
86,rr,ds002338,sub-xp207,20,union,sig,6.093839771748877,0.4326119582919888
85,rr,ds002338,sub-xp207,7,union,std,0.007719574961811304,0.004103518556803465
84,rs,ds002338,sub-xp201,9,union,std,0.004175786394625902,0.0007294770912267268
83,rr,ds001748,sub-adult16,11,union,mean,0.6153850555419922,0.18183499574661255
82,rr,ds002338,sub-xp201,20,union,std,0.002903674030676484,0.0004326334164943546
81,rr.rs,ds000256,sub-CTS210,3,union,mean,0.6575957536697388,0.08848095685243607
80,rr.rs,ds001600,sub-1,2,union,mean,0.659331738948822,0.13783977925777435
79,rr.rs,ds001771,sub-36,19,union,std,0.001814549439586699,0.0012775788782164454
78,rs,ds001748,sub-adult15,16,union,mean,0.5905964374542236,0.173849955201149
77,rr,ds002338,sub-xp207,3,union,std,0.016399987041950226,0.0070758406072855
76,rr,ds001748,sub-adult15,8,union,mean,0.6502732634544373,0.18233147263526917
75,rs,ds001748,sub-adult15,4,union,mean,0.643219530582428,0.18867097795009613
74,rr,ds000256,sub-CTS201,3,union,sig,3.058052554033062,0.0947189812409746
73,rs,ds001771,sub-36,20,union,mean,0.7501628398895264,0.148930162191391
72,rs,ds001748,sub-adult15,19,union,mean,0.595897912979126,0.16644558310508728
71,rr,ds001748,sub-adult15,7,union,mean,0.6579582691192627,0.18608011305332184
70,rr,ds001771,sub-36,20,union,sig,7.4509479521382955,1.3421553938482702
69,rs,ds000256,sub-CTS210,14,union,sig,5.660332930947274,1.2236576006849174
68,rs,ds002338,sub-xp201,5,union,std,0.009587877430021763,0.0018797360826283693
67,rs,ds001771,sub-36,13,union,sig,6.281006614690127,1.336385480295494
66,rr,ds001748,sub-adult15,12,union,sig,7.318979499238162,1.5865078083761917
65,rr.rs,ds001771,sub-36,11,union,std,0.0019770930521190166,0.0017790064448490739
64,rr.rs,ds000256,sub-CTS201,13,union,mean,0.6932553648948669,0.15251046419143677
63,rr.rs,ds001600,sub-1,13,union,std,0.002315848134458065,0.0021755476482212543
62,rr.rs,ds001771,sub-36,11,union,mean,0.7444618344306946,0.15199799835681915
61,rr,ds000256,sub-CTS210,20,union,mean,0.7476441860198975,0.13151253759860992
60,rr.rs,ds002338,sub-xp201,12,union,mean,0.6005553007125854,0.10941498726606369
59,rr.rs,ds001771,sub-36,4,union,sig,6.035272719053586,0.7490533014682634
58,rs,ds000256,sub-CTS210,18,union,sig,5.872958955775074,1.3167692596001974
57,rs,ds000256,sub-CTS201,4,union,mean,0.6822738647460938,0.14632077515125275
56,rr,ds002338,sub-xp207,12,union,mean,0.5126932859420776,0.08601030707359314
55,rr.rs,ds000256,sub-CTS210,15,union,mean,0.8740850687026978,0.06720346212387085
54,rr.rs,ds001771,sub-36,0,union,sig,4.348348848957205,0.48064754359585127
53,rr.rs,ds001748,sub-adult16,14,union,mean,0.6203935742378235,0.17041197419166565
52,rr.rs,ds001771,sub-36,15,union,std,0.0026210355572402477,0.0017510351026430726
51,rs,ds001771,sub-36,17,union,sig,7.066267349489046,1.3129313225443182
50,rr,ds001748,sub-adult15,16,union,sig,6.828781399195845,1.3400597977835904
49,rs,ds001600,sub-1,11,union,mean,0.677185595035553,0.1546509563922882
48,rs,ds002338,sub-xp201,1,union,std,0.02603272907435894,0.005306101404130459
47,rr.rs,ds001600,sub-1,17,union,std,0.001984804403036833,0.0018280482618138194
46,rs,ds002338,sub-xp207,14,union,mean,0.5127518177032471,0.0857696533203125
45,rr.rs,ds002338,sub-xp207,12,union,sig,5.62884204647704,0.4484850737319868
44,rs,ds001748,sub-adult16,5,union,sig,7.514670365569874,1.1432241545040012
43,rr,ds000256,sub-CTS210,8,union,std,0.010008621960878372,0.006768939085304737
42,rs,ds002338,sub-xp207,13,union,sig,5.736116398102579,0.49147958579111317
41,rr,ds000256,sub-CTS201,2,union,mean,0.643825352191925,0.13206705451011658
40,rs,ds001771,sub-36,9,union,sig,7.037502534762947,1.239099698432595
39,rs,ds001748,sub-adult16,17,union,std,0.0032642383594065905,0.0017732969718053937
38,rr.rs,ds002338,sub-xp201,12,union,std,0.024440910667181015,0.009928937070071697
37,rs,ds002338,sub-xp207,7,union,std,0.007271804381161928,0.0053128465078771114
36,rr,ds002338,sub-xp201,9,union,std,0.005430284887552261,0.0008765529491938651
35,rs,ds002338,sub-xp201,13,union,std,0.002869437448680401,0.0004622324777301401
34,rr.rs,ds002338,sub-xp201,16,union,std,0.01645534858107567,0.007982413284480572
33,rs,ds001748,sub-adult16,13,union,std,0.003767377696931362,0.0020345861557871103
32,rs,ds002338,sub-xp201,17,union,std,0.002906243083998561,0.0004240025009494275
31,rs,ds002338,sub-xp207,3,union,std,0.014689288102090359,0.008730602450668812
30,rs,ds001748,sub-adult16,1,union,sig,4.370281393977127,0.34478612399608277
29,rr.rs,ds002338,sub-xp207,16,union,sig,5.896545198339883,0.44428167131964763
28,rr,ds001600,sub-1,10,union,mean,0.676554262638092,0.1553954780101776
27,rs,ds002338,sub-xp207,17,union,sig,5.971999596925074,0.4730259383584526
26,rr,ds002338,sub-xp201,5,union,std,0.010338119231164455,0.0018474727403372526
25,rr,ds001748,sub-adult16,1,union,mean,0.5913596749305725,0.16550351679325104
24,rr.rs,ds001600,sub-1,19,union,mean,0.7005845904350281,0.1422199010848999
23,rr,ds002338,sub-xp201,3,union,mean,0.549065887928009,0.10199029743671417
22,rs,ds001748,sub-adult15,2,union,sig,6.06923673780048,1.21189885208375
21,rs,ds001748,sub-adult16,2,union,mean,0.6146766543388367,0.1725158840417862
20,rs,ds001771,sub-36,5,union,sig,6.900813342580875,0.999330167739579
19,rr.rs,ds001748,sub-adult16,12,union,std,0.0019937721081078053,0.00148293178062886
18,rr,ds000256,sub-CTS210,4,union,std,0.011076106689870358,0.011591284535825253
17,rr,ds000256,sub-CTS201,17,union,std,0.0012713803444057703,0.0013962396187707782
